Product Id	Type	Description	Unit	Vendor	Location	Reference	Compatibility	Category	Comission Percent	Commission Flat	Stock	Reserved	Ordered	Minimum Stock	Last Price	Cost Markup	Cost	Retail Price	Retail Date	Wholesale Price	Whole Date	Cost Date	Init Stock	Stock Date	Last Invoice	Last Order	Total Sales	Init Date	Gross	Total Sold	Remarks 1	Remarks 2	Remarks 3	Remarks 4	Remarks 5	Remarks 6
MRF02	29.5-29	MRF 29.5-29  L4   28 PR					NEW TIRES		0.00	0.00	6	0	0	0	2548.00	13.00	2879.24	3300.00		2900.00		05/18/2011	6	01/17/2015	0	0	0.00	05/13/2007	0.00	0.00						
MRF05	750X10	TITAN 750-10 LUG 10PR		ACME			NEW TIRES		0.00	0.00	0	0	0	0	91.85	13.00	103.79	80.00	03/04/2013	80.00	03/04/2013	04/25/2011	0	01/17/2015	452755	6396	12935.00	01/01/0001	2780.84	118.00						
MRF13	SOLDOUT	MRF 21L24 12PR R4		TYRES			NEW TIRES		0.00	0.00	0	0	0	0	456.21	13.00	515.51	595.00	10/14/2010	525.00	10/14/2010	06/08/2011	0	11/11/2013	366431	5763	1050.00	01/01/0001	137.58	2.00						
MRF46	SOLDOUT	MRF 1800-25 L4S 40PR		SOUTH		1200019335	NEW TIRES		0.00	0.00	0	0	4	0	2070.00	13.00	2339.10	2850.00	03/01/2013	2650.00	03/01/2013	06/27/2013	0	11/11/2013	425901	9861	57930.00	01/01/0001	4596.71	30.00						
MTC750	750-16	MTC 750-16 HWY 10PR		TGI			NEW TIRES		0.00	0.00	0	0	0	0	59.95	13.00	67.74	90.00	04/07/2014	80.00	04/07/2014	04/04/2014	0	01/17/2015	442163	11403	740.00	01/01/0001	200.45	9.00						
MUSCLEROK02	2100-35	MUSCLEROK 2100-35 E4 36PR					NEW TIRES		0.00	0.00	1	0	0	0	2306.00	13.00	2605.78	2750.00		2550.00		05/03/2012	1	11/09/2014	307049	0	5500.00	05/13/2007	888.00	2.00						
NANCO01	20.5X8-10	POWERKING 20.5X8-10 10P TRL		TREADWAYS		PWKG GVM21	NEW TIRES		0.00	0.00	2	0	0	0	34.09	13.00	38.52	60.00	11/18/2014	50.00	11/18/2014	11/26/2014	12	01/19/2015	458872	12328	5773.00	01/01/0001	2117.22	95.00						
NANCO02	480-8	CARLISLE 4.80-8 HWY 6PR		ITCO			NEW TIRES		0.00	0.00	0	0	0	0	30.93	13.00	34.95	39.00	05/31/2012	29.00	05/31/2012	01/07/2013	0	01/17/2015	454802	9404	1769.00	01/01/0001	767.33	57.00						
NANCO03	570-8	POWER KING 570-8 6PR		TREADWAYS			NEW TIRES		0.00	0.00	5	0	0	0	18.32	13.00	20.70	39.00	02/05/2015	29.00	02/05/2015	01/23/2015	10	01/23/2015	458872	12592	1427.00	01/01/0001	611.55	35.00						
NANCO04	480-12	NANCO 4.80-12 HWY 6PR		TIRECO			NEW TIRES		0.00	0.00	0	0	0	0	19.00	13.00	21.47	40.00	03/15/2012	30.00	03/15/2012	03/15/2012	0	01/17/2015	453079	8148	1700.00	01/01/0001	825.93	50.00						
NANCO06	530-12	POWER KING 530-12 BOAT 6PR		TREADWAYS		GVM35	NEW TIRES		0.00	0.00	13	0	0	0	20.26	13.00	22.89	40.00	01/23/2015	30.00	01/23/2015	01/23/2015	3	01/17/2015	455287	12592	2326.00	01/01/0001	1252.78	44.00						
NANCO11	SOLDOUT	NANCO 875-16.5 HWY 10PR		TIRECO			NEW TIRES		0.00	0.00	0	0	0	0	88.71	13.00	100.24	128.00	05/26/2011	118.00	05/26/2011	10/08/2010	0	11/11/2013	380673	5306	10238.00	01/01/0001	2111.79	94.00						
NANCO18	410/350-4	CARLISLE 4.10/3.50-4 HWY		ITCO			NEW TIRES		0.00	0.00	0	0	0	0	19.40	13.00	21.92	50.00	12/15/2011	40.00	12/15/2011	10/26/2012	0	01/17/2015	438379	9292	2805.00	01/01/0001	1284.00	68.00						
NANCO712	SOLDOUT	NANCO 700-12 LUG N749 12PR					NEW TIRES		0.00	0.00	0	0	0	0	76.34	13.00	86.26	95.00	10/14/2010	85.00	10/14/2010	06/12/2012	0	11/11/2013	0	0	0.00	01/01/0001	0.00	0.00						
NANCO715	700-15	POWER KING 700-15 LUG 14PR		TREADWAYS			NEW TIRES		0.00	0.00	5	0	0	0	88.72	13.00	100.25	135.00	06/13/2012	125.00	06/13/2012	07/23/2014	9	02/12/2015	458225	11542	5045.00	01/01/0001	1229.49	39.00						
NANCO750	750-15	DEES 750-15 INDT LUG 12PR		TREADWAYS		6035	NEW TIRES		0.00	0.00	0	0	2	0	100.42	13.00	113.47	160.00	06/13/2012	150.00	06/13/2012	03/06/2014	0	01/17/2015	447182	11290	5920.00	01/01/0001	1906.68	37.00						
NANCO825	825-15	NANCO 825x15 LUG 14PR N749		TIRECO		25115007	NEW TIRES		0.00	0.00	0	0	0	0	131.82	13.00	148.95	200.00	03/14/2014	180.00	03/14/2014	07/23/2014	0	01/17/2015	441137	11270	7810.00	01/01/0001	2015.74	41.00						
NANCO85	700-15	NANCO 700-15 HWY 8PR		TIRECO			NEW TIRES		0.00	0.00	1	0	0	0	62.12	13.00	70.19	80.00	06/21/2010	70.00	06/21/2010	07/23/2014	1	02/12/2015	456760	3822	2815.00	01/01/0001	392.32	39.00						
NEWPRIDE	SOLDOUT	NEW PRIDE 1000-20 HWY 14PR		BOULEV			NEW TIRES		0.00	0.00	0	0	0	0	141.50	13.00	159.89	172.00	10/14/2010	162.00	10/14/2010	06/08/2011	0	11/11/2013	372406	5599	67766.00	01/01/0001	2959.00	458.00						
O-RING	O-RING	LOADER TIRE O-RING							0.00	0.00	0	0	0	0	1.00	13.00	1.13	18.00	03/28/2012	18.00	03/28/2012		0		458851	0	129547.52	05/13/2007	121541.52	8008.00						
OHT01	SOLDOUT	OHT 12R22.5 R1200 16P		ITRA			NEW TIRES		0.00	0.00	0	0	0	0	275.84	13.00	311.70	510.00	01/06/2012	480.00	01/06/2012	06/08/2011	0	11/11/2013	326978	1718	7440.00	05/13/2007	1078.28	23.00						
OHT03	11R22.5	FALKEN 11R22.5 BI-807 16PR		FALKEN			NEW TIRES		0.00	0.00	37	0	0	0	302.29	13.00	341.58	365.00	12/12/2014	345.00	12/12/2014	02/11/2015	66	02/09/2015	458832	12260	572482.20	05/13/2007	85617.37	1642.00	DRIVE					
OHT04	215/75R17.5	FALKEN 215/75R17.5 RI-128 16P		FALKEN			NEW TIRES		0.00	0.00	11	0	0	0	185.86	13.00	210.02	230.00	08/11/2014	210.00	01/23/2015	11/18/2014	20	01/17/2015	458364	12323	49919.00	05/13/2007	9341.28	264.00						
OHT05	11R24.5	FALKEN 11R24.5 BI-807 16PR		FALKEN			NEW TIRES		0.00	0.00	10	0	0	0	280.18	13.00	316.60	420.00	06/21/2013	400.00	06/21/2013	02/26/2015	11	01/21/2015	458675	12688	60955.00	05/13/2007	10935.97	175.00	DRIVE					
OHT07	11R24.5	FALKEN 11R24.5 RI-117 14PR		FALKEN			NEW TIRES		0.00	0.00	11	0	0	0	292.60	13.00	330.63	345.00	04/17/2014	320.00	10/03/2014	01/08/2015	11	01/21/2015	446727	10881	132510.00	05/13/2007	17269.01	445.00	ALL POSITION					
OHT08	11R22.5	FALKEN 11R22.5 RI-117 14PR		FALKEN			NEW TIRES		0.00	0.00	5	-1	0	0	267.07	13.00	301.78	340.00	01/23/2014	320.00	01/23/2014	02/11/2015	5	02/09/2015	444765	10814	837972.93	05/13/2007	111481.06	2792.00	ALL POSITION					
OHT11	10R22.5	FALKEN 10R22.5 RI-128 14PR		FALKEN			NEW TIRES		0.00	0.00	32	-1	0	0	272.02	13.00	307.38	320.00	01/23/2015	300.00	01/23/2015	11/18/2014	38	01/17/2015	458841	12323	137798.00	05/13/2007	16896.54	477.00						
OHT12	11R22.5	FALKEN 11R22.5 RI-119 14PR		FALKEN			NEW TIRES		0.00	0.00	59	-1	0	0	264.41	13.00	298.78	295.00	01/23/2015	275.00	01/23/2015	02/11/2015	59	02/09/2015	455918	12465	340021.99	05/13/2007	42988.23	1242.00	STEER					
OHT14	295/75R22.5	FALKEN 295/75R22.5 RI-119 16P		FALKEN		62582926	NEW TIRES		0.00	0.00	20	-10	0	0	250.81	13.00	283.42	300.00	01/23/2015	280.00	01/23/2015	12/29/2014	20	02/24/2015	458362	12465	554825.00	05/13/2007	82052.20	1690.00	STEER					
OHT15	285/75R24.5	FALKEN 285/75R24.5 RI-119 14P		FALKEN		62582956	NEW TIRES		0.00	0.00	28	0	0	0	275.88	13.00	311.74	320.00	01/23/2015	300.00	01/23/2015	01/09/2015	32	01/17/2015	457244	12510	117408.00	05/13/2007	13844.14	394.00	STEER					
OHT16	255/70R22.5	FALKEN 255/70R22.5 RI-128 16P		FALKEN		62528706	NEW TIRES		0.00	0.00	54	0	0	0	228.72	13.00	258.45	280.00	08/11/2014	260.00	01/23/2015	11/18/2014	56	02/26/2015	458902	12322	378362.00	05/13/2007	57003.96	1469.00						
OHT21	295/75R22.5	FALKEN 295/75R22.5 RI-128 16P		FALKEN			NEW TIRES		0.00	0.00	16	0	48	0	285.68	13.00	322.82	320.00	01/23/2015	300.00	01/23/2015	11/18/2014	20	02/24/2015	458907	12323	331320.00	05/13/2007	48395.14	1076.00	DRIVE					
OHT26	11R22.5	FALKEN 11R22.5 RI-109 16PR		FALKEN			NEW TIRES		0.00	0.00	97	-7	91	0	287.52	13.00	324.89	320.00	01/23/2015	300.00	01/23/2015	02/11/2015	148	02/09/2015	458918	12601	1042656.64	01/01/0001	127360.31	3078.00						
OHT27	11R24.5	FALKEN 11R24.5 RI-109 16PR		FALKEN		62552967	NEW TIRES		0.00	0.00	17	0	0	0	322.22	13.00	364.10	345.00	01/23/2015	325.00	01/23/2015	02/04/2015	15	01/21/2015	458874	12601	184776.00	01/01/0001	21216.99	504.00						
OHT38	SOLDOUT	FALKEN 295/75R22.5 RI-117 16P		FALKEN			NEW TIRES		0.00	0.00	0	-4	0	0	269.75	13.00	304.82	355.00	11/18/2013	330.00	11/18/2013	11/07/2014	0	02/09/2015	432304	10670	365505.40	05/13/2007	58321.34	1308.00	ALL POSITION					
OHT385	SOLDOUT	OHT 385/65R22.5 GI368 18PR		FALKEN		62671918	NEW TIRES		0.00	0.00	0	0	0	0	533.68	13.00	603.06	550.00	09/11/2012	520.00	09/11/2012	02/09/2012	0	11/11/2013	411655	7711	5400.00	01/01/0001	63.20	10.00						
OHT40	225/70R19.5	FALKEN 225/70R19.5 RI-128 14P		FALKEN			NEW TIRES		0.00	0.00	24	-2	0	0	180.17	13.00	203.59	205.00	01/23/2015	185.00	01/23/2015	02/26/2015	6	02/19/2015	458898	12688	235496.00	05/13/2007	39405.34	1116.00						
OHT42	295/75R22.5	FALKEN 295/75R22.5 BI-887 16P		FALKEN			NEW TIRES		0.00	0.00	35	0	0	0	295.51	13.00	333.92	330.00	01/23/2015	310.00	01/23/2015	02/26/2015	11	02/24/2015	458885	12688	795404.00	01/01/0001	103937.94	2138.00						
OHT425	SOLDOUT	OHTSU 425/65R22.5 GI-368 20PR		FALKEN			NEW TIRES		0.00	0.00	0	0	0	0	600.60	13.00	678.68	730.00	06/08/2012	690.00	06/08/2012	02/26/2013	0	11/11/2013	390307	7409	4845.00	01/01/0001	640.80	7.00						
OHT43	245/70R19.5	FALKEN 245/70R19.5 RI-128 14P		FALKEN			NEW TIRES		0.00	0.00	29	0	0	0	206.35	13.00	233.18	235.00	01/23/2015	215.00	01/23/2015	11/18/2014	35	01/17/2015	457349	12322	191079.00	05/13/2007	30516.92	763.00						
OHT45	SOLDOUT	OHTSU 295/75R22.5 RI-109 16PR		FALKEN			NEW TIRES		0.00	0.00	0	-2	0	0	336.29	13.00	380.01	415.00	01/06/2012	395.00	01/06/2012	12/27/2011	0	11/11/2013	397429	7559	278523.00	01/01/0001	37073.40	831.00						
OHT451	275/70R22.5	FALKEN 275/70R22.5 RI128 16PR		FALKEN			NEW TIRES		0.00	0.00	26	0	0	0	272.90	13.00	308.37	315.00	08/11/2014	290.00	10/03/2014	02/10/2015	3	02/03/2015	458790	12620	25215.00	01/01/0001	3340.12	80.00	DRIVE					
OHT46	11R22.5	FALKEN 11R22.5 BI-887 16PR		FALKEN			NEW TIRES		0.00	0.00	71	-20	0	0	304.38	13.00	343.94	340.00	01/23/2015	320.00	01/23/2015	02/26/2015	65	02/09/2015	458694	12688	818800.85	01/01/0001	93290.06	2328.00						
OHT48	11R24.5	FALKEN 11R24.5 BI-887 16PR		FALKEN		62887966	NEW TIRES		0.00	0.00	56	0	0	0	331.11	13.00	374.15	375.00	01/23/2015	355.00	01/23/2015	01/08/2015	62	01/21/2015	458927	12251	220400.00	01/01/0001	27810.90	561.00						
OHT54	285/75R24.5	FALKEN 285/75R24.5 BI-887 16P		FALKEN			NEW TIRES		0.00	0.00	19	0	0	0	317.28	13.00	358.52	355.00	01/23/2015	335.00	01/23/2015	02/26/2015	2	01/17/2015	458571	12688	215417.00	01/01/0001	26378.63	574.00						
OHT56	285/75R24.5	FALKEN 285/75R24.5 RI-117 16P		FALKEN			NEW TIRES		0.00	0.00	0	0	0	0	265.51	13.00	300.02	370.00	06/21/2013	350.00	06/21/2013	11/07/2014	0	01/17/2015	414919	5894	12850.00	01/01/0001	1964.09	41.00						
OHT66	295/75R22.5	FALKEN 295/75R22.5 RI-109 16PR		FALKEN			NEW TIRES		0.00	0.00	59	0	0	0	285.22	13.00	322.29	320.00	01/23/2015	300.00	01/23/2015	02/26/2015	44	02/24/2015	458934	12688	232304.44	01/01/0001	27026.09	654.00						
OHT78	11R22.5	FALKEN 11R22.5 RI-128 16PR		FALKEN			NEW TIRES		0.00	0.00	62	-1	120	0	282.01	13.00	318.67	320.00	01/23/2015	300.00	01/23/2015	02/11/2015	68	02/09/2015	458828	12138	451165.32	01/01/0001	57245.84	1296.00						
OHT84	11R24.5	FALKEN 11R24.5 RI-119 14PR		FALKEN			NEW TIRES		0.00	0.00	29	0	0	0	348.68	13.00	394.01	330.00	01/23/2015	310.00	01/23/2015	01/08/2015	29	01/21/2015	408511	8799	28055.00	01/01/0001	4446.02	80.00						
OHT89	SOLDOUT	FALKEN 385/65R22.5 GI378 18PR		FALKEN			NEW TIRES		0.00	0.00	0	0	0	0	411.75	13.00	465.28	500.00	06/25/2012	475.00	06/25/2012	07/31/2014	0	07/31/2014	444099	10879	3960.00	01/01/0001	666.00	8.00						
OHT90	11R24.5	FALKEN 11R24.5 RI-128 16PR		FALKEN			NEW TIRES		0.00	0.00	7	0	0	0	307.86	13.00	347.88	345.00	01/23/2015	325.00	01/23/2015	01/08/2015	17	01/21/2015	458453	12322	11680.00	01/01/0001	2049.54	31.00						
OHTSU41	285/75R24.5	FALKEN 285/75R24.5 RI-109 16P		FALKEN			NEW TIRES		0.00	0.00	17	-2	0	0	309.34	13.00	349.55	345.00	01/23/2015	325.00	01/23/2015	02/26/2015	46	01/17/2015	458740	12688	193130.00	01/01/0001	22251.44	541.00						
OTANI1300	1300-24	OTANI 1300-24 G46 G2/L2 12PR		KAUFFMAN		OT130024G46	NEW TIRES		0.00	0.00	3	0	0	0	280.00	13.00	316.40	340.00	04/22/2014	320.00	04/22/2014	01/19/2015	4	02/11/2015	458534	12541	1000.00	01/01/0001	160.00	3.00						
OTANI1400	1400-24	OTANI 1400-24 12PR L-2 TLS		FOREIGN		467N	NEW TIRES		0.00	0.00	8	0	0	0	309.48	13.00	349.71	450.00	11/26/2014	400.00	11/26/2014	11/26/2014	12	01/17/2015	458814	12357	2500.00	01/01/0001	643.12	6.00						
OTANI1417	14-17.5	OTANI 14-17.5 14PR R-4 DOUWALL		FOREIGN		361K	NEW TIRES		0.00	0.00	3	0	0	0	206.59	13.00	233.45	280.00	11/26/2014	260.00	11/26/2014	11/26/2014	7	01/17/2015	458267	12357	2590.00	01/01/0001	730.69	9.00						
OTANI17	17.5-25	OTANI 17.5-25 G2 TL 12PR		KAUFFMAN		CT17525	NEW TIRES		0.00	0.00	4	0	0	0	480.00	13.00	542.40	585.00	07/29/2014	545.00	01/14/2015	01/14/2015	0	10/15/2014	456785	12523	7920.00	01/01/0001	1250.00	14.00						
OTANI18	SOLDOUT	OTANI 1800-33 E-50 40P E-4 TLS		FOREIGN		476V	NEW TIRES		0.00	0.00	0	0	0	0	2412.00	13.00	2725.56	3000.00	03/16/2011	2800.00	03/16/2011	05/30/2014	0	01/17/2015	0	11596	0.00	01/01/0001	0.00	0.00						
OTANI205	20.5-25	OTANI 20.5-25 G-2/L-2 12PR		KAUFFMAN			NEW TIRES		0.00	0.00	1	0	0	0	759.00	13.00	857.67	910.00	03/16/2011	860.00	03/16/2011	11/26/2014	1	01/19/2015	448572	11433	2630.00	01/01/0001	353.00	3.00						
OTH425	425/65R22.5	FALKEN 425/65R22.5 GI378		FALKEN		62378979	NEW TIRES		0.00	0.00	1	0	0	0	521.16	13.00	588.91	630.00		595.00		05/27/2014	3	01/17/2015	458407	10881	9220.00	01/01/0001	1402.60	15.00						
OTHER	OTHER	OTHER: PLEASE SEE NOTES BELOW					MOUNTS		0.00	0.00	0	0	0	0	25.00	13.00	28.25	45.00	12/18/2007	45.00	12/18/2007	12/17/2008	0	12/17/2008	457514	0	28998.83	01/01/0001	23748.83	210.00						
OTR01	26X12D380	OTR 26x12D380 8P OUTRIGGER		OTR			NEW TIRES		0.00	0.00	0	0	0	0	144.74	13.00	163.56	200.00	06/29/2010	175.00	06/29/2010	06/29/2010	0	05/11/2014	375048	4781	605.00	05/13/2007	165.52	3.00						
OTR03	33/16LL500	OTR 33/16LL500 LITEFOOT		OTR			NEW TIRES		0.00	0.00	0	-1	0	0	326.00	13.00	368.38	330.00	06/29/2010	300.00	06/29/2010	01/08/2015	0	01/17/2015	455862	12502	9266.00	05/13/2007	1812.62	29.00						
OTR06	15-625	OTR 15-625 OUTRIGGER		OTR			NEW TIRES		0.00	0.00	1	0	0	0	721.00	13.00	814.73	950.00	11/10/2014	950.00	11/10/2014	05/08/2014	1	01/17/2015	453180	11494	6075.00	05/13/2007	1018.72	8.00						
OTR07	445/65D22.5	OTR 445/65D22.5 GENIE 18PR		OTR			NEW TIRES		0.00	0.00	4	0	0	0	732.69	13.00	827.93	875.00	06/29/2010	840.00	06/29/2010	05/27/2014	4	02/16/2015	316331	4781	1375.00	01/01/0001	208.36	2.00						
OTR105	355/55D625	OUTRIGGER 355/55D625 14PR					NEW TIRES		0.00	0.00	0	0	0	0	580.00	13.00	655.40	680.00		680.00		11/30/2011	0	11/09/2014	390431	0	2040.00	01/01/0001	300.00	3.00						
OTR11	18-625	OTR 18-625 SANDMASTER 16PR		OTR			NEW TIRES		0.00	0.00	1	0	0	0	759.54	13.00	858.28	925.00		875.00		06/27/2013	1	12/17/2014	419002	4781	1850.00	01/01/0001	330.92	2.00						
OTR12	445/50D710	OTR 445/50D710 OUTRIGGER 18PR		OTR			NEW TIRES		0.00	0.00	4	0	0	0	898.00	13.00	1014.74	1075.00		1025.00		05/27/2014	4	02/04/2015	0	4781	0.00	01/01/0001	0.00	0.00						
OVERTIME01	OVERTIME	SATURDAY AFTER 1:00PM / SUNDAY					MOUNTS		0.00	0.00	0	0	0	0	25.00	13.00	28.25	100.00	08/06/2012	100.00	08/06/2012	02/20/2008	0		458764	0	26770.00	05/13/2007	18794.00	320.00						
OVERTIME02	OVERTIME	OVERTIME AFTER 6:31 PM - 6 AM					MOUNTS		0.00	0.00	0	0	0	0	1.00	13.00	1.13	100.00	08/06/2012	100.00	08/06/2012	02/20/2008	0		458821	0	31765.00	05/13/2007	31442.00	323.00						
OVERTIME03	OVERTIME	SERVICE AT 4:30 PM - 6:30 PM					MOUNTS		0.00	0.00	0	0	0	0	25.00	13.00	28.25	50.00	12/18/2007	50.00	12/18/2007	02/20/2008	0		458836	0	94910.00	05/13/2007	57950.00	1992.00						
OVERTIME04	OVERTIME	BOOM TRUCK OVERTIME					MOUNTS		0.00	0.00	0	0	0	0	50.00	13.00	56.50	200.00	08/06/2012	200.00	08/06/2012	03/01/2012	0	03/01/2012	457912	0	1490.00	01/01/0001	690.00	16.00						
OVERTIME05	OVERTIME	OVERTIME WEEKDAY 6-7 AM					MOUNTS		0.00	0.00	0	0	0	0	25.00	13.00	28.25	50.00	10/14/2010	50.00	10/14/2010	08/08/2012	0	08/08/2012	449282	0	2100.00	01/01/0001	1125.00	39.00						
PACIFICA14	1000-20	BLUESTAR 1000-20 HWY 14P GX233		CMA		1092331024	NEW TIRES		0.00	0.00	134	0	0	0	149.64	13.00	169.09	190.00	04/29/2014	170.00	04/29/2014	09/29/2014	130	02/26/2015	458831	11474	146574.98	01/01/0001	14080.42	762.00						
PARTS	MISC	PARTS					NEW TIRES		0.00	0.00	0	-12	0	0	1.00	13.00	1.13	1.00		1.00			0		458850	0	695144.27	05/13/2007	671664.27	23481.00						
PARTS01	PARTS	INNER STUD							0.00	0.00	0	-8	0	0	2.90	13.00	3.27	6.50	07/29/2011	6.50	07/29/2011	10/03/2011	0		458766	0	36594.35	05/13/2007	31881.85	1625.00						
PARTS02	PARTS	LUG NUT; STANDARD WHEEL							0.00	0.00	0	-8	0	0	0.85	13.00	0.96	2.50	07/29/2011	2.50	07/29/2011	10/03/2011	0		458766	0	5312.75	05/13/2007	4007.15	1536.00						
PARTS03	PARTS	STUD FOR DAYTON							0.00	0.00	0	0	0	0	0.30	13.00	0.33	2.50	07/29/2011	2.50	07/29/2011	10/03/2011	0		446999	0	4154.00	05/13/2007	4078.40	252.00						
PARTS04	PARTS	HUB PILOT LUG NUT							0.00	0.00	0	0	0	0	2.50	13.00	2.82	7.50	07/29/2011	7.50	07/29/2011	10/03/2011	0		454152	0	6314.81	05/13/2007	4204.81	844.00						
PARTS07	MISC	PARTS07					NEW TIRES		0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00		0.00		05/21/2007	0	05/21/2007	458848	0	154128.35	05/21/2007	154128.35	2687.00						
PARTS08	MISC	PARTS08					NEW TIRES		0.00	0.00	0	0	0	0	0.00	13.00	0.00	0.00		0.00		05/21/2007	0	05/21/2007	458245	0	42490.31	05/21/2007	42490.31	757.00						
PARTS10	PARTS	TOP PICK DRIVE AXLE STUD					CUT		0.00	0.00	0	0	0	0	22.79	13.00	25.75	30.00	01/17/2014	30.00	01/17/2014	10/03/2011	0	10/03/2011	457744	0	47789.00	01/01/0001	11005.94	1614.00						
PARTS11	PARTS	TOP PICK STEER AXLE STUD					CUT		0.00	0.00	0	0	0	0	6.65	13.00	7.51	8.50	10/03/2011	8.50	10/03/2011	10/03/2011	0	10/03/2011	447638	0	162.00	01/01/0001	108.80	8.00						
PARTS12	PARTS	TOP PICK LUG NUT					CUT		0.00	0.00	0	0	0	0	1.32	13.00	1.49	4.00	01/17/2014	4.00	01/17/2014	10/03/2011	0	10/03/2011	457744	0	6294.50	01/01/0001	4124.42	1644.00						
PATCH01	PATCH	PATCH #1							0.00	0.00	0	0	0	0	0.42	13.00	0.47	3.00		3.00		01/23/2008	0		458911	0	11062.75	05/13/2007	9309.15	3134.00						
PATCH02	PATCH	PATCH #110 OR #2							0.00	0.00	0	0	0	0	0.65	13.00	0.73	5.00		5.00		01/23/2008	0		458931	0	127046.98	05/13/2007	110520.98	24079.00						
PATCH03	PATCH	PATCH #112 OR #3							0.00	0.00	0	0	0	0	0.99	13.00	1.11	7.00		7.00		01/23/2008	0		458837	0	16237.70	05/13/2007	14155.89	2098.00						
PATCH04	PATCH	PATCH #114 OR #5P							0.00	0.00	0	0	0	0	1.86	13.00	2.10	10.00		10.00		01/23/2008	0		458844	0	8035.50	05/13/2007	6840.16	706.00						
PATCH6	PATCH	PATCH #6					NEW TIRES		0.00	0.00	0	0	0	0	8.00	13.00	9.04	15.00		15.00		03/07/2011	0	03/07/2011	458245	0	810.96	01/01/0001	482.96	41.00						
PETLAS11	SOLDOUT	PETLAS 1100X20 PC1 COMPACT 14P		TGI			NEW TIRES		0.00	0.00	0	0	0	0	349.95	13.00	395.44	430.00		430.00		06/16/2014	0	01/17/2015	444450	11667	1720.00	01/01/0001	320.20	4.00						
PIRRELLI01	225/40R18	PIRELLI 225/40ZR18 PZERO M+S					NEW TIRES		0.00	0.00	1	0	0	0	140.00	13.00	158.20	160.00	05/11/2009	160.00	05/11/2009	05/08/2012	1	01/17/2015	0	0	0.00	01/01/0001	0.00	0.00						
PIRRELLI45	225/45R17	PIRELLI 225/45R17 P-ZERO					NEW TIRES		0.00	0.00	1	0	0	0	146.00	13.00	164.98	145.00	10/14/2010	145.00	10/14/2010	05/08/2012	1	01/17/2015	0	0	0.00	01/01/0001	0.00	0.00						
PK09	700-15	POWERKING 700-15 HWY 8PR		TREADWAYS			NEW TIRES		0.00	0.00	7	0	0	0	63.24	13.00	71.46	85.00	01/23/2015	75.00	01/23/2015	01/23/2015	9	02/12/2015	458926	12592	2520.00	01/01/0001	448.88	34.00						
POLY01	13X5-1/2X8	POLY 13x5-1/2x8 (TI-127)		MITCO			NEW TIRES		0.00	0.00	3	0	0	0	120.02	13.00	135.62	170.00	03/03/2014	160.00	03/03/2014	03/03/2014	3	01/23/2015	442054	1863	3033.00	01/01/0001	725.45	24.00						
PORTUS	PORTUS	PORTUS 1800-25 LEASE $2.25					NEW TIRES		0.00	0.00	0	0	0	0	2.00	13.00	2.26	2.25		2.25		10/01/2012	0	10/01/2012	451288	0	43024.50	01/01/0001	4780.50	19122.00						
PORTUS01	PORTUS	PORTUS 1800-25 MOUNT/DISMOUNT							0.00	0.00	0	0	0	0	50.00	13.00	56.50	0.00	10/14/2010	0.00	10/14/2010	10/01/2012	0	10/01/2012	435869	0	0.00	01/01/0001	-950.00	19.00						
PORTUS02	PORTUS	PORTUS CALL TO THE YARD					ROAD CALL		0.00	0.00	0	0	0	0	30.00	13.00	33.90	0.00	10/14/2010	0.00	10/14/2010	10/01/2012	0	10/01/2012	435869	0	0.00	01/01/0001	-150.00	5.00						
PORTUS04	PORTUS	PORTUS CHECK & FILL A/P					ROAD CALL		0.00	0.00	0	0	0	0	20.00	13.00	22.60	0.00	10/14/2010	0.00	10/14/2010	10/01/2012	0	10/01/2012	0	0	0.00	01/01/0001	0.00	0.00						
PORTUS05	PORTUS	PORTUS O-RING					TUBES		0.00	0.00	0	0	0	0	6.00	13.00	6.78	18.00	10/14/2010	18.00	10/14/2010	10/01/2012	0	10/01/2012	435869	0	342.00	01/01/0001	228.00	19.00						
POWER800	800-16.5	POWERKING 800-16.5 HWAYII 8PR		ACME			NEW TIRES		0.00	0.00	5	0	0	0	86.00	13.00	97.18	115.00	11/27/2013	105.00	11/27/2013	12/22/2014	13	02/04/2015	458724	12458	2180.00	01/01/0001	383.56	20.00						
POWERKIN690	690-9	POWERKING 690-9 6PR BOATRAILER		TREADWAYS		WDT76	NEW TIRES		0.00	0.00	12	0	0	0	30.11	13.00	34.02	50.00	01/23/2015	40.00	01/23/2015	01/23/2015	0	01/23/2015	0	12592	0.00	01/01/0001	0.00	0.00						
POWERKING 10	1000-20	POWERKING 1000-20 LUG IND 16P				ALG65A	NEW TIRES		0.00	0.00	9	0	0	0	273.55	13.00	309.11	450.00	04/23/2013	400.00	04/23/2013	11/10/2014	9	02/26/2015	458783	0	3630.00	01/01/0001	1168.05	9.00						
POWERKING02	875-16.5	POWERKING 8.75-16.5 10P HWY TL		ACME		746573014517	NEW TIRES		0.00	0.00	3	0	0	0	85.00	13.00	96.05	120.00	08/29/2012	115.00	08/29/2012	12/22/2014	16	01/17/2015	457828	12457	60904.00	05/18/2007	17283.88	527.00						
